,height,weight,BMI
0,1.778,79.37866475,25.109627844255687
1,1.8288,95.25439770000001,28.48082787890113
2,1.6764000000000001,61.68856232,21.950749042912225
3,1.778,63.5029318,20.08770227540455
4,1.778,72.5747792,22.95737402903377
5,1.7526,68.03885550000001,22.15090042971517
6,1.8288,81.64662659999999,24.41213818191525
7,1.905,90.718474,24.99802949828122
8,1.7018,74.84274105,25.842388202374977
9,1.905,72.5747792,19.998423598624974
10,1.778,61.23496995,19.370284336997244
11,1.6764000000000001,56.69904625,20.175320811500207
12,1.8288,89.35769689,26.71772901020725
13,1.8288,72.5747792,21.699678383924667
14,1.8034000000000001,68.03885550000001,20.920538969623863
15,1.8796000000000002,88.45051215,25.036261510159978
16,1.6764000000000001,72.5747792,25.824410638720263
17,1.8288,86.1825503,25.768368080910545
18,1.5748,61.23496995,24.691569524268083
19,1.7526,63.5029318,20.67417373440082
20,1.524,79.37866475,34.17699345468135
21,1.8796000000000002,95.25439770000001,26.96212778017229
22,1.7018,61.23496995,21.143772165579527
23,1.651,79.37866475,29.121225192154526
24,1.778,72.5747792,22.95737402903377
25,1.7272,81.64662659999999,27.368625504984568
26,1.5748,47.62719885,19.204554074430728
27,1.8288,70.30681735,21.021563434427023
28,1.7018,58.9670081,20.360669492780286
29,1.6002,58.9670081,23.028230121715975
30,1.8542,90.718474,26.38654830696788
31,1.6764000000000001,74.84274105,26.631423471180273
32,1.7526,68.03885550000001,22.15090042971517
33,1.778,72.5747792,22.95737402903377
34,1.8796000000000002,63.5029318,17.97475185344819
35,1.7018,54.4310844,18.794464147181802
36,1.5748,54.4310844,21.948061799349407
37,1.778,113.3980925,35.87089692036527
38,1.778,113.3980925,35.87089692036527
39,1.778,113.3980925,35.87089692036527
40,1.8288,77.1107029,23.05590828291996
41,1.8288,68.03885550000001,20.343448484929382
42,1.7272,79.37866475,26.608385907623887
43,1.7272,79.37866475,26.608385907623887
44,1.6256,81.64662659999999,30.89661238648649
45,1.7526,77.1107029,25.104353820343857
46,1.6256,61.23496995,23.172459289864868
47,1.8288,90.718474,27.124597979905836
48,1.6256,63.5029318,24.030698522822828
49,1.8288,83.91458845,25.090253131412897
50,1.8034000000000001,70.30681735,21.617890268611323
51,1.6256,54.4310844,20.597741590990996
52,1.651,73.48196394,26.95793417788019
53,1.8288,90.718474,27.124597979905836
54,1.6002,65.77089365,25.68533359729859
55,1.8288,127.0058636,37.97443717186817
56,1.7526,79.37866475,25.842717168001023
57,1.7526,79.37866475,25.842717168001023
58,1.8034000000000001,92.98643585,28.591403258485943
59,1.7272,65.77089365,22.046948323459794
60,1.7272,65.77089365,22.046948323459794
61,1.778,92.98643585,29.41413547469952
62,1.778,92.98643585,29.41413547469952
63,1.778,92.98643585,29.41413547469952
64,1.778,92.98643585,29.41413547469952
65,1.7272,74.84274105,25.087906712902523
66,1.778,74.84274105,23.674791967441077
67,1.6256,54.4310844,20.597741590990996
68,1.7272,90.718474,30.409583894427303
69,1.7272,88.45051215,29.649344297066616
70,1.651,68.03885550000001,24.96105016470388
71,1.7526,86.1825503,28.05780721097254
72,1.8288,77.1107029,23.05590828291996
73,1.7272,99.79032140000001,33.450542283870035
74,1.7272,99.79032140000001,33.450542283870035
75,1.6764000000000001,68.03885550000001,24.210384973800252
76,1.5493999999999999,72.5747792,30.231425085263503
77,1.8542,70.30681735,20.44957493790011
78,1.5493999999999999,83.91458845,34.95508525483592
79,1.6764000000000001,72.5747792,25.824410638720263
80,1.8542,90.718474,26.38654830696788
81,1.8796000000000002,86.1825503,24.394306086822546
82,1.651,68.03885550000001,24.96105016470388
83,1.651,68.03885550000001,24.96105016470388
84,1.651,68.03885550000001,24.96105016470388
85,1.651,68.03885550000001,24.96105016470388
86,1.651,68.03885550000001,24.96105016470388
87,1.8542,81.64662659999999,23.74789347627109
88,1.4731999999999998,58.9670081,27.169751888552536
89,1.8796000000000002,79.37866475,22.468439816810235
90,1.6764000000000001,71.66759446,25.501605505736265
91,1.6256,92.98643585,35.187808551276284
92,1.6256,92.98643585,35.187808551276284
93,1.651,92.98643585,34.1134352250953
94,1.6256,68.03885550000001,25.747176988738747
95,1.8796000000000002,99.79032140000001,28.24603862684716
96,1.8542,72.5747792,21.109238645574305
97,1.6256,74.84274105,28.32189468761262
98,1.8288,79.37866475,23.734023232417606
99,1.8288,83.91458845,25.090253131412897
100,1.7018,79.37866475,27.40859354797346
101,1.778,74.38914868,23.53130837975962
102,1.7526,68.03885550000001,22.15090042971517
103,1.7526,72.5747792,23.627627125029505
104,1.7526,81.64662659999999,26.581080515658194
105,1.7526,81.64662659999999,26.581080515658194
106,1.8034000000000001,58.9670081,18.131133773674012
107,1.7526,72.5747792,23.627627125029505
108,1.651,63.5029318,23.29698015372362
109,1.6256,55.33826914,20.94103728417418
110,1.778,83.91458845,26.544463721070297
111,1.5493999999999999,65.77089365,27.39722898352005
112,1.6002,72.5747792,28.3424370728812
113,1.6256,72.5747792,27.463655454654656
114,1.8796000000000002,117.9340162,33.38168201354664
115,1.8796000000000002,99.79032140000001,28.24603862684716
116,1.8796000000000002,90.718474,25.678216933497414
117,1.8034000000000001,99.79032140000001,30.68345715544833
118,1.8288,74.84274105,22.377793333422314
119,1.4986000000000002,52.16312255,23.226946756249152
120,1.6764000000000001,55.33826914,19.691113112024205
121,1.905,112.03731540000001,30.87256643313287
122,1.7018,81.64662659999999,28.1916962207727
123,1.8288,136.07771100000002,40.686896969858765
124,1.7526,68.03885550000001,22.15090042971517
125,1.7526,68.03885550000001,22.15090042971517
126,1.7526,74.84274105,24.36599047268668
127,1.5748,49.895160700000005,20.119056649403625
128,1.6764000000000001,90.718474,32.28051329840033
129,1.6764000000000001,90.718474,32.28051329840033
130,1.8288,88.45051215,26.44648303040819
131,1.905,90.718474,24.99802949828122
132,1.778,68.03885550000001,21.522538152219163
133,1.8288,74.84274105,22.377793333422314
134,1.8288,77.1107029,23.05590828291996
135,1.7526,90.718474,29.534533906286885
136,1.8034000000000001,104.3262451,32.07815975342325
137,1.8796000000000002,127.0058636,35.94950370689638
138,1.8034000000000001,77.1107029,23.70994416557371
139,-0.01,0.0,0.0
140,1.8034000000000001,99.79032140000001,30.68345715544833
141,1.7526,72.5747792,23.627627125029505
142,1.8288,72.5747792,21.699678383924667
143,1.8288,72.5747792,21.699678383924667
144,1.8288,68.03885550000001,20.343448484929382
145,1.5493999999999999,46.26642174,19.272533491855484
146,1.8034000000000001,79.37866475,24.40729546456117
147,1.8542,113.3980925,32.98318538370985
148,1.8542,113.3980925,32.98318538370985
149,1.8796000000000002,117.9340162,33.38168201354664
150,1.778,79.37866475,25.109627844255687
151,1.6256,56.69904625,21.455980823948956
152,1.651,68.03885550000001,24.96105016470388
153,1.8796000000000002,77.1107029,21.826484393472803
154,1.5748,61.23496995,24.691569524268083
155,1.5748,61.23496995,24.691569524268083
156,1.5748,61.23496995,24.691569524268083
157,1.8542,72.5747792,21.109238645574305
158,1.8034000000000001,68.03885550000001,20.920538969623863
159,1.8034000000000001,83.91458845,25.801998062536093
160,1.8034000000000001,74.84274105,23.012592866586246
161,1.905,102.0582833,28.122783199344177
162,1.8288,83.91458845,25.090253131412897
163,1.8542,99.79032140000001,29.025203137664672
164,1.7272,61.23496995,20.52646912873843
165,1.8288,74.84274105,22.377793333422314
166,1.7018,70.30681735,24.276182856776497
167,1.7018,56.69904625,19.577566819981044
168,1.7018,56.69904625,19.577566819981044
169,1.8288,90.718474,27.124597979905836
170,1.8288,90.718474,27.124597979905836
171,1.7018,56.69904625,19.577566819981044
172,1.6002,72.5747792,28.3424370728812
173,1.7272,68.03885550000001,22.80718792082048
174,1.778,72.5747792,22.95737402903377
175,1.7272,68.03885550000001,22.80718792082048
176,1.778,72.5747792,22.95737402903377
